,,"Tunbridge Wells A26 Roadside",
Date,Time,"PM10 particulate matter (Grav Equiv)",Status
20/09/2020,10:00,25.000,"V µg/m³ (VCM)"
20/09/2020,11:00,27.000,"V µg/m³ (VCM)"
20/09/2020,12:00,16.000,"V µg/m³ (VCM)"
20/09/2020,13:00,30.000,"V µg/m³ (VCM)"
20/09/2020,14:00,21.000,"V µg/m³ (VCM)"
20/09/2020,15:00,31.000,"V µg/m³ (VCM)"
20/09/2020,16:00,15.000,"V µg/m³ (VCM)"
20/09/2020,17:00,23.000,"V µg/m³ (VCM)"
20/09/2020,18:00,24.000,"V µg/m³ (VCM)"
20/09/2020,19:00,15.000,"V µg/m³ (VCM)"
20/09/2020,20:00,25.000,"V µg/m³ (VCM)"
20/09/2020,21:00,29.000,"V µg/m³ (VCM)"
20/09/2020,22:00,24.000,"V µg/m³ (VCM)"
20/09/2020,23:00,18.000,"V µg/m³ (VCM)"
20/09/2020,24:00,26.000,"V µg/m³ (VCM)"
21/09/2020,01:00,18.000,"V µg/m³ (VCM)"
21/09/2020,02:00,22.000,"V µg/m³ (VCM)"
21/09/2020,03:00,24.000,"V µg/m³ (VCM)"
21/09/2020,04:00,25.000,"V µg/m³ (VCM)"
21/09/2020,05:00,22.000,"V µg/m³ (VCM)"
21/09/2020,06:00,22.000,"V µg/m³ (VCM)"
21/09/2020,07:00,33.000,"V µg/m³ (VCM)"
21/09/2020,08:00,35.000,"V µg/m³ (VCM)"
21/09/2020,09:00,32.000,"V µg/m³ (VCM)"
21/09/2020,10:00,26.000,"V µg/m³ (VCM)"
21/09/2020,11:00,23.000,"V µg/m³ (VCM)"
21/09/2020,12:00,32.000,"V µg/m³ (VCM)"
21/09/2020,13:00,22.000,"V µg/m³ (VCM)"
21/09/2020,14:00,nodata,"V µg/m³ (VCM)"
21/09/2020,15:00,38.000,"V µg/m³ (VCM)"
21/09/2020,16:00,44.000,"V µg/m³ (VCM)"
21/09/2020,17:00,54.000,"V µg/m³ (VCM)"
21/09/2020,18:00,42.000,"V µg/m³ (VCM)"
21/09/2020,19:00,30.000,"V µg/m³ (VCM)"
21/09/2020,20:00,38.000,"V µg/m³ (VCM)"
21/09/2020,21:00,35.000,"V µg/m³ (VCM)"
21/09/2020,22:00,27.000,"V µg/m³ (VCM)"
21/09/2020,23:00,25.000,"V µg/m³ (VCM)"
21/09/2020,24:00,34.000,"V µg/m³ (VCM)"
22/09/2020,01:00,24.000,"V µg/m³ (VCM)"
22/09/2020,02:00,25.000,"V µg/m³ (VCM)"
22/09/2020,03:00,32.000,"V µg/m³ (VCM)"
22/09/2020,04:00,26.000,"V µg/m³ (VCM)"
22/09/2020,05:00,21.000,"V µg/m³ (VCM)"
22/09/2020,06:00,26.000,"V µg/m³ (VCM)"
22/09/2020,07:00,31.000,"V µg/m³ (VCM)"
22/09/2020,08:00,31.000,"V µg/m³ (VCM)"
22/09/2020,09:00,28.000,"V µg/m³ (VCM)"
22/09/2020,10:00,34.000,"V µg/m³ (VCM)"
22/09/2020,11:00,30.000,"V µg/m³ (VCM)"
22/09/2020,12:00,31.000,"V µg/m³ (VCM)"
22/09/2020,13:00,26.000,"V µg/m³ (VCM)"
22/09/2020,14:00,19.000,"V µg/m³ (VCM)"
22/09/2020,15:00,58.000,"V µg/m³ (VCM)"
22/09/2020,16:00,39.000,"V µg/m³ (VCM)"
22/09/2020,17:00,13.000,"V µg/m³ (VCM)"
22/09/2020,18:00,21.000,"V µg/m³ (VCM)"
22/09/2020,19:00,16.000,"V µg/m³ (VCM)"
22/09/2020,20:00,15.000,"V µg/m³ (VCM)"
22/09/2020,21:00,15.000,"V µg/m³ (VCM)"
22/09/2020,22:00,12.000,"V µg/m³ (VCM)"
22/09/2020,23:00,16.000,"V µg/m³ (VCM)"
22/09/2020,24:00,17.000,"V µg/m³ (VCM)"
23/09/2020,01:00,14.000,"V µg/m³ (VCM)"
23/09/2020,02:00,18.000,"V µg/m³ (VCM)"
23/09/2020,03:00,19.000,"V µg/m³ (VCM)"
23/09/2020,04:00,14.000,"V µg/m³ (VCM)"
23/09/2020,05:00,20.000,"V µg/m³ (VCM)"
23/09/2020,06:00,10.000,"V µg/m³ (VCM)"
23/09/2020,07:00,12.000,"V µg/m³ (VCM)"
23/09/2020,08:00,14.000,"V µg/m³ (VCM)"
23/09/2020,09:00,17.000,"V µg/m³ (VCM)"
23/09/2020,10:00,14.000,"V µg/m³ (VCM)"
23/09/2020,11:00,11.000,"V µg/m³ (VCM)"
23/09/2020,12:00,16.000,"V µg/m³ (VCM)"
23/09/2020,13:00,14.000,"V µg/m³ (VCM)"
23/09/2020,14:00,10.000,"V µg/m³ (VCM)"
23/09/2020,15:00,nodata,"V µg/m³ (VCM)"
23/09/2020,16:00,14.000,"V µg/m³ (VCM)"
23/09/2020,17:00,20.000,"V µg/m³ (VCM)"
23/09/2020,18:00,nodata,"V µg/m³ (VCM)"
23/09/2020,19:00,4.000,"V µg/m³ (VCM)"
23/09/2020,20:00,nodata,"V µg/m³ (VCM)"
23/09/2020,21:00,8.000,"V µg/m³ (VCM)"
23/09/2020,22:00,6.000,"V µg/m³ (VCM)"
23/09/2020,23:00,nodata,"V µg/m³ (VCM)"
23/09/2020,24:00,7.000,"V µg/m³ (VCM)"
24/09/2020,01:00,10.000,"V µg/m³ (VCM)"
24/09/2020,02:00,4.000,"V µg/m³ (VCM)"
24/09/2020,03:00,9.000,"V µg/m³ (VCM)"
24/09/2020,04:00,10.000,"V µg/m³ (VCM)"
24/09/2020,05:00,10.000,"V µg/m³ (VCM)"
24/09/2020,06:00,11.000,"V µg/m³ (VCM)"
24/09/2020,07:00,9.000,"V µg/m³ (VCM)"
24/09/2020,08:00,nodata,"V µg/m³ (VCM)"
24/09/2020,09:00,4.000,"V µg/m³ (VCM)"
24/09/2020,10:00,8.000,"V µg/m³ (VCM)"
24/09/2020,11:00,13.000,"V µg/m³ (VCM)"
24/09/2020,12:00,11.000,"V µg/m³ (VCM)"
24/09/2020,13:00,13.000,"V µg/m³ (VCM)"
24/09/2020,14:00,4.000,"V µg/m³ (VCM)"
24/09/2020,15:00,7.000,"V µg/m³ (VCM)"
24/09/2020,16:00,13.000,"V µg/m³ (VCM)"
24/09/2020,17:00,10.000,"V µg/m³ (VCM)"
24/09/2020,18:00,10.000,"V µg/m³ (VCM)"
24/09/2020,19:00,7.000,"V µg/m³ (VCM)"
24/09/2020,20:00,7.000,"V µg/m³ (VCM)"
24/09/2020,21:00,8.000,"V µg/m³ (VCM)"
24/09/2020,22:00,7.000,"V µg/m³ (VCM)"
24/09/2020,23:00,6.000,"V µg/m³ (VCM)"
24/09/2020,24:00,5.000,"V µg/m³ (VCM)"
25/09/2020,01:00,5.000,"V µg/m³ (VCM)"
25/09/2020,02:00,7.000,"V µg/m³ (VCM)"
25/09/2020,03:00,9.000,"V µg/m³ (VCM)"
25/09/2020,04:00,9.000,"V µg/m³ (VCM)"
25/09/2020,05:00,7.000,"V µg/m³ (VCM)"
25/09/2020,06:00,10.000,"V µg/m³ (VCM)"
25/09/2020,07:00,10.000,"V µg/m³ (VCM)"
25/09/2020,08:00,7.000,"V µg/m³ (VCM)"
25/09/2020,09:00,9.000,"V µg/m³ (VCM)"
25/09/2020,10:00,11.000,"V µg/m³ (VCM)"
25/09/2020,11:00,13.000,"V µg/m³ (VCM)"
25/09/2020,12:00,12.000,"V µg/m³ (VCM)"
25/09/2020,13:00,13.000,"V µg/m³ (VCM)"
25/09/2020,14:00,14.000,"V µg/m³ (VCM)"
25/09/2020,15:00,14.000,"V µg/m³ (VCM)"
25/09/2020,16:00,13.000,"V µg/m³ (VCM)"
25/09/2020,17:00,18.000,"V µg/m³ (VCM)"
25/09/2020,18:00,11.000,"V µg/m³ (VCM)"
25/09/2020,19:00,9.000,"V µg/m³ (VCM)"
25/09/2020,20:00,7.000,"V µg/m³ (VCM)"
25/09/2020,21:00,6.000,"V µg/m³ (VCM)"
25/09/2020,22:00,6.000,"V µg/m³ (VCM)"
25/09/2020,23:00,9.000,"V µg/m³ (VCM)"
25/09/2020,24:00,6.000,"V µg/m³ (VCM)"
26/09/2020,01:00,5.000,"V µg/m³ (VCM)"
26/09/2020,02:00,10.000,"V µg/m³ (VCM)"
26/09/2020,03:00,6.000,"V µg/m³ (VCM)"
26/09/2020,04:00,6.000,"V µg/m³ (VCM)"
26/09/2020,05:00,9.000,"V µg/m³ (VCM)"
26/09/2020,06:00,11.000,"V µg/m³ (VCM)"
26/09/2020,07:00,9.000,"V µg/m³ (VCM)"
26/09/2020,08:00,12.000,"V µg/m³ (VCM)"
26/09/2020,09:00,7.000,"V µg/m³ (VCM)"
26/09/2020,10:00,11.000,"V µg/m³ (VCM)"
26/09/2020,11:00,8.000,"V µg/m³ (VCM)"
26/09/2020,12:00,13.000,"V µg/m³ (VCM)"
26/09/2020,13:00,9.000,"V µg/m³ (VCM)"
26/09/2020,14:00,9.000,"V µg/m³ (VCM)"
26/09/2020,15:00,9.000,"V µg/m³ (VCM)"
26/09/2020,16:00,8.000,"V µg/m³ (VCM)"
26/09/2020,17:00,9.000,"V µg/m³ (VCM)"
26/09/2020,18:00,11.000,"V µg/m³ (VCM)"
26/09/2020,19:00,13.000,"V µg/m³ (VCM)"
26/09/2020,20:00,16.000,"V µg/m³ (VCM)"
26/09/2020,21:00,16.000,"V µg/m³ (VCM)"
26/09/2020,22:00,16.000,"V µg/m³ (VCM)"
26/09/2020,23:00,14.000,"V µg/m³ (VCM)"
26/09/2020,24:00,13.000,"V µg/m³ (VCM)"
27/09/2020,01:00,13.000,"V µg/m³ (VCM)"
27/09/2020,02:00,11.000,"V µg/m³ (VCM)"
27/09/2020,03:00,13.000,"V µg/m³ (VCM)"
27/09/2020,04:00,11.000,"V µg/m³ (VCM)"
27/09/2020,05:00,13.000,"V µg/m³ (VCM)"
27/09/2020,06:00,11.000,"V µg/m³ (VCM)"
27/09/2020,07:00,10.000,"V µg/m³ (VCM)"
27/09/2020,08:00,10.000,"V µg/m³ (VCM)"
27/09/2020,09:00,9.000,"V µg/m³ (VCM)"
27/09/2020,10:00,12.000,"V µg/m³ (VCM)"
27/09/2020,11:00,10.000,"V µg/m³ (VCM)"
27/09/2020,12:00,8.000,"V µg/m³ (VCM)"
27/09/2020,13:00,8.000,"V µg/m³ (VCM)"
27/09/2020,14:00,10.000,"V µg/m³ (VCM)"
27/09/2020,15:00,9.000,"V µg/m³ (VCM)"
27/09/2020,16:00,10.000,"V µg/m³ (VCM)"
27/09/2020,17:00,14.000,"V µg/m³ (VCM)"
27/09/2020,18:00,11.000,"V µg/m³ (VCM)"
27/09/2020,19:00,13.000,"V µg/m³ (VCM)"
27/09/2020,20:00,12.000,"V µg/m³ (VCM)"
27/09/2020,21:00,15.000,"V µg/m³ (VCM)"
27/09/2020,22:00,14.000,"V µg/m³ (VCM)"
27/09/2020,23:00,11.000,"V µg/m³ (VCM)"
27/09/2020,24:00,10.000,"V µg/m³ (VCM)"
28/09/2020,01:00,12.000,"V µg/m³ (VCM)"
28/09/2020,02:00,10.000,"V µg/m³ (VCM)"
28/09/2020,03:00,9.000,"V µg/m³ (VCM)"
28/09/2020,04:00,9.000,"V µg/m³ (VCM)"
28/09/2020,05:00,14.000,"V µg/m³ (VCM)"
28/09/2020,06:00,12.000,"V µg/m³ (VCM)"
28/09/2020,07:00,15.000,"V µg/m³ (VCM)"
28/09/2020,08:00,13.000,"V µg/m³ (VCM)"
28/09/2020,09:00,21.000,"V µg/m³ (VCM)"
28/09/2020,10:00,19.000,"V µg/m³ (VCM)"
28/09/2020,11:00,21.000,"V µg/m³ (VCM)"
28/09/2020,12:00,17.000,"V µg/m³ (VCM)"
28/09/2020,13:00,20.000,"V µg/m³ (VCM)"
28/09/2020,14:00,16.000,"V µg/m³ (VCM)"
28/09/2020,15:00,18.000,"V µg/m³ (VCM)"
28/09/2020,16:00,17.000,"V µg/m³ (VCM)"
28/09/2020,17:00,18.000,"V µg/m³ (VCM)"
28/09/2020,18:00,16.000,"V µg/m³ (VCM)"
28/09/2020,19:00,12.000,"V µg/m³ (VCM)"
28/09/2020,20:00,12.000,"V µg/m³ (VCM)"
28/09/2020,21:00,12.000,"V µg/m³ (VCM)"
28/09/2020,22:00,14.000,"V µg/m³ (VCM)"
28/09/2020,23:00,16.000,"V µg/m³ (VCM)"
28/09/2020,24:00,16.000,"V µg/m³ (VCM)"
29/09/2020,01:00,16.000,"V µg/m³ (VCM)"
29/09/2020,02:00,14.000,"V µg/m³ (VCM)"
29/09/2020,03:00,16.000,"V µg/m³ (VCM)"
29/09/2020,04:00,17.000,"V µg/m³ (VCM)"
29/09/2020,05:00,13.000,"V µg/m³ (VCM)"
29/09/2020,06:00,13.000,"V µg/m³ (VCM)"
29/09/2020,07:00,17.000,"V µg/m³ (VCM)"
29/09/2020,08:00,10.000,"V µg/m³ (VCM)"
29/09/2020,09:00,10.000,"V µg/m³ (VCM)"
29/09/2020,10:00,17.000,"V µg/m³ (VCM)"
29/09/2020,11:00,13.000,"V µg/m³ (VCM)"
29/09/2020,12:00,16.000,"V µg/m³ (VCM)"
29/09/2020,13:00,13.000,"V µg/m³ (VCM)"
29/09/2020,14:00,15.000,"V µg/m³ (VCM)"
29/09/2020,15:00,18.000,"V µg/m³ (VCM)"
29/09/2020,16:00,19.000,"V µg/m³ (VCM)"
29/09/2020,17:00,21.000,"V µg/m³ (VCM)"
29/09/2020,18:00,18.000,"V µg/m³ (VCM)"
29/09/2020,19:00,24.000,"V µg/m³ (VCM)"
29/09/2020,20:00,17.000,"V µg/m³ (VCM)"
29/09/2020,21:00,16.000,"V µg/m³ (VCM)"
29/09/2020,22:00,14.000,"V µg/m³ (VCM)"
29/09/2020,23:00,10.000,"V µg/m³ (VCM)"
29/09/2020,24:00,11.000,"V µg/m³ (VCM)"
30/09/2020,01:00,15.000,"V µg/m³ (VCM)"
30/09/2020,02:00,15.000,"V µg/m³ (VCM)"
30/09/2020,03:00,14.000,"V µg/m³ (VCM)"
30/09/2020,04:00,15.000,"V µg/m³ (VCM)"
30/09/2020,05:00,13.000,"V µg/m³ (VCM)"
30/09/2020,06:00,19.000,"V µg/m³ (VCM)"
30/09/2020,07:00,19.000,"V µg/m³ (VCM)"
30/09/2020,08:00,26.000,"V µg/m³ (VCM)"
30/09/2020,09:00,12.000,"V µg/m³ (VCM)"
30/09/2020,10:00,19.000,"V µg/m³ (VCM)"
30/09/2020,11:00,18.000,"V µg/m³ (VCM)"
30/09/2020,12:00,14.000,"V µg/m³ (VCM)"
30/09/2020,13:00,21.000,"V µg/m³ (VCM)"
30/09/2020,14:00,15.000,"V µg/m³ (VCM)"
30/09/2020,15:00,12.000,"V µg/m³ (VCM)"
30/09/2020,16:00,17.000,"V µg/m³ (VCM)"
30/09/2020,17:00,9.000,"V µg/m³ (VCM)"
30/09/2020,18:00,11.000,"V µg/m³ (VCM)"
30/09/2020,19:00,15.000,"V µg/m³ (VCM)"
30/09/2020,20:00,10.000,"V µg/m³ (VCM)"
30/09/2020,21:00,7.000,"V µg/m³ (VCM)"
30/09/2020,22:00,11.000,"V µg/m³ (VCM)"
30/09/2020,23:00,12.000,"V µg/m³ (VCM)"
30/09/2020,24:00,4.000,"V µg/m³ (VCM)"
01/10/2020,01:00,9.000,"V µg/m³ (VCM)"
01/10/2020,02:00,12.000,"V µg/m³ (VCM)"
01/10/2020,03:00,6.000,"V µg/m³ (VCM)"
01/10/2020,04:00,9.000,"V µg/m³ (VCM)"
01/10/2020,05:00,9.000,"V µg/m³ (VCM)"
01/10/2020,06:00,15.000,"V µg/m³ (VCM)"
01/10/2020,07:00,12.000,"V µg/m³ (VCM)"
01/10/2020,08:00,10.000,"V µg/m³ (VCM)"
01/10/2020,09:00,31.000,"V µg/m³ (VCM)"
01/10/2020,10:00,32.000,"V µg/m³ (VCM)"
01/10/2020,11:00,27.000,"V µg/m³ (VCM)"
01/10/2020,12:00,23.000,"V µg/m³ (VCM)"
01/10/2020,13:00,19.000,"V µg/m³ (VCM)"
01/10/2020,14:00,16.000,"V µg/m³ (VCM)"
01/10/2020,15:00,26.000,"V µg/m³ (VCM)"
01/10/2020,16:00,18.000,"V µg/m³ (VCM)"
01/10/2020,17:00,13.000,"V µg/m³ (VCM)"
01/10/2020,18:00,17.000,"V µg/m³ (VCM)"
01/10/2020,19:00,18.000,"V µg/m³ (VCM)"
01/10/2020,20:00,16.000,"V µg/m³ (VCM)"
01/10/2020,21:00,7.000,"V µg/m³ (VCM)"
01/10/2020,22:00,10.000,"V µg/m³ (VCM)"
01/10/2020,23:00,9.000,"V µg/m³ (VCM)"
01/10/2020,24:00,9.000,"V µg/m³ (VCM)"
02/10/2020,01:00,10.000,"V µg/m³ (VCM)"
02/10/2020,02:00,9.000,"V µg/m³ (VCM)"
02/10/2020,03:00,11.000,"V µg/m³ (VCM)"
02/10/2020,04:00,13.000,"V µg/m³ (VCM)"
02/10/2020,05:00,8.000,"V µg/m³ (VCM)"
02/10/2020,06:00,5.000,"V µg/m³ (VCM)"
02/10/2020,07:00,10.000,"V µg/m³ (VCM)"
02/10/2020,08:00,9.000,"V µg/m³ (VCM)"
02/10/2020,09:00,8.000,"V µg/m³ (VCM)"
02/10/2020,10:00,9.000,"V µg/m³ (VCM)"
02/10/2020,11:00,10.000,"V µg/m³ (VCM)"
02/10/2020,12:00,12.000,"V µg/m³ (VCM)"
02/10/2020,13:00,10.000,"V µg/m³ (VCM)"
02/10/2020,14:00,9.000,"V µg/m³ (VCM)"
02/10/2020,15:00,11.000,"V µg/m³ (VCM)"
02/10/2020,16:00,14.000,"V µg/m³ (VCM)"
02/10/2020,17:00,16.000,"V µg/m³ (VCM)"
02/10/2020,18:00,17.000,"V µg/m³ (VCM)"
02/10/2020,19:00,13.000,"V µg/m³ (VCM)"
02/10/2020,20:00,13.000,"V µg/m³ (VCM)"
02/10/2020,21:00,11.000,"V µg/m³ (VCM)"
02/10/2020,22:00,17.000,"V µg/m³ (VCM)"
02/10/2020,23:00,12.000,"V µg/m³ (VCM)"
02/10/2020,24:00,11.000,"V µg/m³ (VCM)"
03/10/2020,01:00,12.000,"V µg/m³ (VCM)"
03/10/2020,02:00,14.000,"V µg/m³ (VCM)"
03/10/2020,03:00,9.000,"V µg/m³ (VCM)"
03/10/2020,04:00,11.000,"V µg/m³ (VCM)"
03/10/2020,05:00,12.000,"V µg/m³ (VCM)"
03/10/2020,06:00,10.000,"V µg/m³ (VCM)"
03/10/2020,07:00,9.000,"V µg/m³ (VCM)"
03/10/2020,08:00,12.000,"V µg/m³ (VCM)"
03/10/2020,09:00,10.000,"V µg/m³ (VCM)"
03/10/2020,10:00,10.000,"V µg/m³ (VCM)"
03/10/2020,11:00,13.000,"V µg/m³ (VCM)"
03/10/2020,12:00,13.000,"V µg/m³ (VCM)"
03/10/2020,13:00,13.000,"V µg/m³ (VCM)"
03/10/2020,14:00,10.000,"V µg/m³ (VCM)"
03/10/2020,15:00,14.000,"V µg/m³ (VCM)"
03/10/2020,16:00,13.000,"V µg/m³ (VCM)"
03/10/2020,17:00,14.000,"V µg/m³ (VCM)"
03/10/2020,18:00,17.000,"V µg/m³ (VCM)"
03/10/2020,19:00,16.000,"V µg/m³ (VCM)"
03/10/2020,20:00,16.000,"V µg/m³ (VCM)"
03/10/2020,21:00,12.000,"V µg/m³ (VCM)"
03/10/2020,22:00,12.000,"V µg/m³ (VCM)"
03/10/2020,23:00,9.000,"V µg/m³ (VCM)"
03/10/2020,24:00,8.000,"V µg/m³ (VCM)"
04/10/2020,01:00,9.000,"V µg/m³ (VCM)"
04/10/2020,02:00,5.000,"V µg/m³ (VCM)"
04/10/2020,03:00,8.000,"V µg/m³ (VCM)"
04/10/2020,04:00,7.000,"V µg/m³ (VCM)"
04/10/2020,05:00,5.000,"V µg/m³ (VCM)"
04/10/2020,06:00,6.000,"V µg/m³ (VCM)"
04/10/2020,07:00,7.000,"V µg/m³ (VCM)"
04/10/2020,08:00,5.000,"V µg/m³ (VCM)"
04/10/2020,09:00,8.000,"V µg/m³ (VCM)"
04/10/2020,10:00,7.000,"V µg/m³ (VCM)"
04/10/2020,11:00,5.000,"V µg/m³ (VCM)"
04/10/2020,12:00,6.000,"V µg/m³ (VCM)"
04/10/2020,13:00,6.000,"V µg/m³ (VCM)"
04/10/2020,14:00,8.000,"V µg/m³ (VCM)"
04/10/2020,15:00,7.000,"V µg/m³ (VCM)"
04/10/2020,16:00,7.000,"V µg/m³ (VCM)"
04/10/2020,17:00,5.000,"V µg/m³ (VCM)"
04/10/2020,18:00,4.000,"V µg/m³ (VCM)"
04/10/2020,19:00,5.000,"V µg/m³ (VCM)"
04/10/2020,20:00,6.000,"V µg/m³ (VCM)"
04/10/2020,21:00,6.000,"V µg/m³ (VCM)"
04/10/2020,22:00,8.000,"V µg/m³ (VCM)"
04/10/2020,23:00,8.000,"V µg/m³ (VCM)"
04/10/2020,24:00,10.000,"V µg/m³ (VCM)"
05/10/2020,01:00,8.000,"V µg/m³ (VCM)"
05/10/2020,02:00,10.000,"V µg/m³ (VCM)"
05/10/2020,03:00,9.000,"V µg/m³ (VCM)"
05/10/2020,04:00,12.000,"V µg/m³ (VCM)"
05/10/2020,05:00,12.000,"V µg/m³ (VCM)"
05/10/2020,06:00,34.000,"V µg/m³ (VCM)"
05/10/2020,07:00,6.000,"V µg/m³ (VCM)"
05/10/2020,08:00,8.000,"V µg/m³ (VCM)"
05/10/2020,09:00,11.000,"V µg/m³ (VCM)"
05/10/2020,10:00,13.000,"V µg/m³ (VCM)"
05/10/2020,11:00,18.000,"V µg/m³ (VCM)"
05/10/2020,12:00,17.000,"V µg/m³ (VCM)"
05/10/2020,13:00,17.000,"V µg/m³ (VCM)"
05/10/2020,14:00,15.000,"V µg/m³ (VCM)"
05/10/2020,15:00,22.000,"V µg/m³ (VCM)"
05/10/2020,16:00,18.000,"V µg/m³ (VCM)"
05/10/2020,17:00,11.000,"V µg/m³ (VCM)"
05/10/2020,18:00,12.000,"V µg/m³ (VCM)"
05/10/2020,19:00,12.000,"V µg/m³ (VCM)"
05/10/2020,20:00,12.000,"V µg/m³ (VCM)"
05/10/2020,21:00,11.000,"V µg/m³ (VCM)"
05/10/2020,22:00,14.000,"V µg/m³ (VCM)"
05/10/2020,23:00,13.000,"V µg/m³ (VCM)"
05/10/2020,24:00,15.000,"V µg/m³ (VCM)"
06/10/2020,01:00,13.000,"V µg/m³ (VCM)"
06/10/2020,02:00,13.000,"V µg/m³ (VCM)"
06/10/2020,03:00,8.000,"V µg/m³ (VCM)"
06/10/2020,04:00,7.000,"V µg/m³ (VCM)"
06/10/2020,05:00,10.000,"V µg/m³ (VCM)"
06/10/2020,06:00,11.000,"V µg/m³ (VCM)"
06/10/2020,07:00,13.000,"V µg/m³ (VCM)"
06/10/2020,08:00,7.000,"V µg/m³ (VCM)"
06/10/2020,09:00,17.000,"V µg/m³ (VCM)"
06/10/2020,10:00,19.000,"V µg/m³ (VCM)"
06/10/2020,11:00,15.000,"V µg/m³ (VCM)"
06/10/2020,12:00,15.000,"V µg/m³ (VCM)"
06/10/2020,13:00,11.000,"V µg/m³ (VCM)"
06/10/2020,14:00,13.000,"V µg/m³ (VCM)"
06/10/2020,15:00,13.000,"V µg/m³ (VCM)"
06/10/2020,16:00,14.000,"V µg/m³ (VCM)"
06/10/2020,17:00,13.000,"V µg/m³ (VCM)"
06/10/2020,18:00,12.000,"V µg/m³ (VCM)"
06/10/2020,19:00,9.000,"V µg/m³ (VCM)"
06/10/2020,20:00,11.000,"V µg/m³ (VCM)"
06/10/2020,21:00,13.000,"V µg/m³ (VCM)"
06/10/2020,22:00,10.000,"V µg/m³ (VCM)"
06/10/2020,23:00,8.000,"V µg/m³ (VCM)"
06/10/2020,24:00,9.000,"V µg/m³ (VCM)"
07/10/2020,01:00,8.000,"V µg/m³ (VCM)"
07/10/2020,02:00,9.000,"V µg/m³ (VCM)"
07/10/2020,03:00,7.000,"V µg/m³ (VCM)"
07/10/2020,04:00,11.000,"V µg/m³ (VCM)"
07/10/2020,05:00,11.000,"V µg/m³ (VCM)"
07/10/2020,06:00,11.000,"V µg/m³ (VCM)"
07/10/2020,07:00,15.000,"V µg/m³ (VCM)"
07/10/2020,08:00,19.000,"V µg/m³ (VCM)"
07/10/2020,09:00,20.000,"V µg/m³ (VCM)"
07/10/2020,10:00,18.000,"V µg/m³ (VCM)"
07/10/2020,11:00,17.000,"V µg/m³ (VCM)"
07/10/2020,12:00,13.000,"V µg/m³ (VCM)"
07/10/2020,13:00,13.000,"V µg/m³ (VCM)"
07/10/2020,14:00,16.000,"V µg/m³ (VCM)"
07/10/2020,15:00,19.000,"V µg/m³ (VCM)"
07/10/2020,16:00,21.000,"V µg/m³ (VCM)"
07/10/2020,17:00,14.000,"V µg/m³ (VCM)"
07/10/2020,18:00,10.000,"V µg/m³ (VCM)"
07/10/2020,19:00,18.000,"V µg/m³ (VCM)"
07/10/2020,20:00,13.000,"V µg/m³ (VCM)"
07/10/2020,21:00,13.000,"V µg/m³ (VCM)"
07/10/2020,22:00,11.000,"V µg/m³ (VCM)"
07/10/2020,23:00,9.000,"V µg/m³ (VCM)"
07/10/2020,24:00,9.000,"V µg/m³ (VCM)"
08/10/2020,01:00,8.000,"V µg/m³ (VCM)"
08/10/2020,02:00,9.000,"V µg/m³ (VCM)"
08/10/2020,03:00,11.000,"V µg/m³ (VCM)"
08/10/2020,04:00,11.000,"V µg/m³ (VCM)"
08/10/2020,05:00,15.000,"V µg/m³ (VCM)"
08/10/2020,06:00,12.000,"V µg/m³ (VCM)"
08/10/2020,07:00,12.000,"V µg/m³ (VCM)"
08/10/2020,08:00,12.000,"V µg/m³ (VCM)"
08/10/2020,09:00,14.000,"V µg/m³ (VCM)"
08/10/2020,10:00,12.000,"V µg/m³ (VCM)"
08/10/2020,11:00,5.000,"V µg/m³ (VCM)"
08/10/2020,12:00,6.000,"V µg/m³ (VCM)"
08/10/2020,13:00,13.000,"V µg/m³ (VCM)"
08/10/2020,14:00,10.000,"V µg/m³ (VCM)"
08/10/2020,15:00,7.000,"V µg/m³ (VCM)"
08/10/2020,16:00,9.000,"V µg/m³ (VCM)"
08/10/2020,17:00,14.000,"V µg/m³ (VCM)"
08/10/2020,18:00,17.000,"V µg/m³ (VCM)"
08/10/2020,19:00,22.000,"V µg/m³ (VCM)"
08/10/2020,20:00,16.000,"V µg/m³ (VCM)"
08/10/2020,21:00,17.000,"V µg/m³ (VCM)"
08/10/2020,22:00,17.000,"V µg/m³ (VCM)"
08/10/2020,23:00,13.000,"V µg/m³ (VCM)"
08/10/2020,24:00,12.000,"V µg/m³ (VCM)"
09/10/2020,01:00,12.000,"V µg/m³ (VCM)"
09/10/2020,02:00,12.000,"V µg/m³ (VCM)"
09/10/2020,03:00,13.000,"V µg/m³ (VCM)"
09/10/2020,04:00,11.000,"V µg/m³ (VCM)"
09/10/2020,05:00,14.000,"V µg/m³ (VCM)"
09/10/2020,06:00,18.000,"V µg/m³ (VCM)"
09/10/2020,07:00,17.000,"V µg/m³ (VCM)"
09/10/2020,08:00,21.000,"V µg/m³ (VCM)"
09/10/2020,09:00,22.000,"V µg/m³ (VCM)"
09/10/2020,10:00,21.000,"V µg/m³ (VCM)"
09/10/2020,11:00,16.000,"V µg/m³ (VCM)"
09/10/2020,12:00,11.000,"V µg/m³ (VCM)"
09/10/2020,13:00,15.000,"V µg/m³ (VCM)"
09/10/2020,14:00,17.000,"V µg/m³ (VCM)"
09/10/2020,15:00,15.000,"V µg/m³ (VCM)"
09/10/2020,16:00,14.000,"V µg/m³ (VCM)"
09/10/2020,17:00,15.000,"V µg/m³ (VCM)"
09/10/2020,18:00,10.000,"V µg/m³ (VCM)"
